"Kods","RegNr","Regions","Nosaukums","Adrese","Epasts","Talrunis","DirektoraVards","DirektoraUzvards","Plusma","Izglitojamie","Urbanizacija"
071301,"4513900885","Zemgales reģions","Auces vidusskola","JURA MĀTERA IELA 11, AUCE, AUCES NOVADS, LV-3708","aucesvsk@gmail.com","63745421","INDRA","ŠPELA","Latviešu",508,"pilseta"
071302,"4513900884","Zemgales reģions","Bēnes vidusskola","JELGAVAS IELA 27, BĒNE, BĒNES PAGASTS, AUCES NOVADS, LV-3711","benes.vsk@skolas.zemgale.lv","63758364","MĀRIS","EIHMANIS","Latviešu",191,"lauki"
071303,"4519902412","Zemgales reģions","Dobeles Valsts ģimnāzija","DZIRNAVU IELA 2, DOBELE, DOBELES NOVADS, LV-3701","gimnazija@dobele.lv","63722549","INESE","DIDŽE","Latviešu",342,"pilseta"
071308,"4513900890","Zemgales reģions","Dobeles 1. vidusskola","DZIRNAVU IELA 4, DOBELE, DOBELES NOVADS, LV-3701","dobele@d1vsk.edu.lv","29186643","ĢERTRŪDE","ZABAŠTA","Latviešu",757,"pilseta"
071309,"4513903044","Zemgales reģions","Augstkalnes vidusskola","""Ezerpils"", AUGSTKALNE, AUGSTKALNES PAGASTS, TĒRVETES NOVADS, LV-3709","augtkalnes.vsk@skolas.zemgale.lv","63729459","IEVA","KRŪMIŅA","Latviešu",178,"lauki"
072201,"4520900892","Zemgales reģions","Bērzupes speciālā internātpamatskola","ANNENIEKI, ANNENIEKU PAGASTS, DOBELES NOVADS, LV-3718","berzupes.isk@skolas.zemgale.lv","63754323","GAĻINA","GUCU","Latviešu",55,"lauki"
073101,"4531902884","Zemgales reģions","Dobeles Amatniecības un vispārizglītojošā vidusskola","BRĪVĪBAS IELA 28b, DOBELE, DOBELES NOVADS, LV-3701","davv@dobele.lv","63781303, 29182006","ROMĀNS","GRIŠKEVIČS","Latviešu",167,"pilseta"
091201,"4512900847","Zemgales reģions","Aizupes pamatskola","TUŠĶI, LĪVBĒRZES PAGASTS, JELGAVAS NOVADS, LV-3003","aizupespsk@jelgavasnovads.lv","63032337","ZANE","LANGE","Latviešu",222,"lauki"
091202,"4512900843","Zemgales reģions","Vilces pamatskola","VILCE, VILCES PAGASTS, JELGAVAS NOVADS, LV-3026","vilcespsk@jelgavasnovads.lv","63061085","DZIDRA","SIMANOVIČA","Latviešu",86,"lauki"
091205,"4512900860","Zemgales reģions","Garozas pamatskola","SALGALES PAGASTS, OZOLNIEKU NOVADS, LV-3045","garozaspsk@ozolnieki.lv","63085483, 26185548","DINA","ŠTELMAHERE","Latviešu",90,"lauki"
091208,"4512900848","Zemgales reģions","Sesavas pamatskola","VIENĪBAS, SESAVA, SESAVAS PAGASTS, JELGAVAS NOVADS, LV-3034","sesavaspsk@jelgavasnovads.lv","63061698","INĀRA","NIKOLAJEVA","Latviešu",98,"lauki"
091209,"4512900841","Zemgales reģions","Teteles pamatskola","SKOLAS IELA 10, TETELE, CENU PAGASTS, OZOLNIEKU NOVADS, LV-3043","tetelespsk@ozolnieki.lv","63055432","JEĻENA","ŽOIDE","LK",182,"lauki"
091211,"4512900842","Zemgales reģions","Svētes pamatskola","VILCES IELA 6, SVĒTE, SVĒTES PAGASTS, JELGAVAS NOVADS, LV-3008","svetespsk@jelgavasnovads.lv","63055397","INGA","JANSONE","Latviešu",150,"lauki"
091212,"4512900845","Zemgales reģions","Šķibes pamatskola","SKOLAS IELA 3, NĀKOTNE, GLŪDAS PAGASTS, JELGAVAS NOVADS, LV-3040","skibespsk@jelgavasnovads.lv","63077289, 28603829","SANDRA","PLUĢE","Latviešu",124,"lauki"
091216,"4512900852","Zemgales reģions","Salgales pamatskola","EMBURGA, SALGALES PAGASTS, OZOLNIEKU NOVADS, LV-3045","salgalespsk@ozolnieki.lv","63085743","IRĒNA","PAULOVIČA","Latviešu",85,"lauki"
091301,"4513900859","Zemgales reģions","Elejas vidusskola","MEŽA PROSPEKTS 5, ELEJA, ELEJAS PAGASTS, JELGAVAS NOVADS, LV-3023","elejasvsk@jelgavasnovads.lv","63061258","SARMĪTE","BALODE","Latviešu",335,"lauki"
091303,"4513900856","Zemgales reģions","Ozolnieku vidusskola","JELGAVAS IELA 35, OZOLNIEKI, OZOLNIEKU PAGASTS, OZOLNIEKU NOVADS, LV-3018","ozolniekuvsk@ozolniekuvsk.lv","63050658","KLĀRA","STEPANOVA","Latviešu",582,"lauki"
091304,"4513900858","Zemgales reģions","Kalnciema vidusskola","VALGUNDES PAGASTS, JELGAVAS NOVADS, LV-3017","kalnciemavsk@jelgavasnovads.lv","63069112","MUDĪTE","LAUMANE","Latviešu",175,"lauki"
091305,"4513900861","Zemgales reģions","Vircavas vidusskola","VIRCAVA, VIRCAVAS PAGASTS, JELGAVAS NOVADS, LV-3020","vircavasvsk@jelgavasnovads.lv","63086045","INĀRA","VĪGANTE","Latviešu",247,"lauki"
091306,"4513901729","Zemgales reģions","Līvbērzes vidusskola","SKOLAS IELA 10, LĪVBĒRZE, LĪVBĒRZES PAGASTS, JELGAVAS NOVADS, LV-3014","livberzesvsk@jelgavasnovads.lv","63072588","DAIGA","PODKALNA","Latviešu",126,"lauki"
091307,"4513902499","Zemgales reģions","Kalnciema pagasta vidusskola","LIELUPES IELA 21, KALNCIEMS, KALNCIEMA PAGASTS, JELGAVAS NOVADS, LV-3016","Kalnciemapagvsk@jelgavasnovads.lv","63069701","ANITA","KLUPŠA","Latviešu",155,"pilseta"
091308,"4513902755","Zemgales reģions","Staļģenes vidusskola","SKOLAS IELA 2, STAĻĢENE, JAUNSVIRLAUKAS PAGASTS, JELGAVAS NOVADS, LV-3031","stalgenesvsk@jelgavasnovads.lv","63085808","AIVARS","NAGLIS","Latviešu",252,"lauki"
091309,"4513902986","Zemgales reģions","Zaļenieku komerciālā un amatniecības vidusskola","""Pils"", ZAĻENIEKI, ZAĻENIEKU PAGASTS, JELGAVAS NOVADS, LV-3011","zavsk_lietv@latnet.lv","63074474","LILITA","LEOHO","Latviešu",161,"lauki"
091501,"4515900863","Jelgava","Jelgavas novada Neklātienes vidusskola","PASTA IELA 37, JELGAVA, LV-3001","nvsk@jelgavasnovads.lv","63084021 63024802","IRMA","SĒRMŪKSLE","Latviešu",269,"lielpilseta"
092201,"4522900862","Zemgales reģions","Lielplatones internātpamatskola","LIELPLATONES PAGASTS, JELGAVAS NOVADS, LV-3022","lielplatonessip@jelgavasnovads.lv","63061940","ANDRIS","URBĀNS","Latviešu",97,"lauki"
101105,"4511902965","Zemgales reģions","Variešu sākumskola","VARIEŠI, VARIEŠU PAGASTS, KRUSTPILS NOVADS, LV-5236","variesi.ssk@krustpils.lv","65229281","DACE","STROŽA","Latviešu",38,"lauki"
101201,"4512900275","Jēkabpils","Krustpils pamatskola","MADONAS IELA 48, JĒKABPILS, LV-5202","kps48@inbox.lv","65221063, 29503096","VIJA","STIEBRIŅA","Latviešu",181,"lielpilseta"
101203,"4512900267","Zemgales reģions","Ābeļu pamatskola","ĀBEĻI, ĀBEĻU PAGASTS, JĒKABPILS NOVADS, LV-5212","abelupsk@jekabpilsnovads.lv","65236656, 26422133, 65236835","JURIS","GAIGALS","Latviešu",107,"lauki"
101205,"4512900269","Zemgales reģions","Biržu pamatskola","BIRŽU IELA 12, BIRŽI, SALAS PAGASTS, SALAS NOVADS, LV-5214","birzipsk@inbox.lv","65223007 29146304","AIJA","GRIŠULE","Latviešu",86,"lauki"
101206,"4512900270","Zemgales reģions","Dignājas pamatskola","DIGNĀJAS PAGASTS, JĒKABPILS NOVADS, LV-5215","dignajaspsk@jekabpilsnovads.lv","65229057, 29625255","ANDA","ĶIPLOKA","Latviešu",38,"lauki"
101207,"4512900271","Zemgales reģions","Dunavas pamatskola","DUNAVA, DUNAVAS PAGASTS, JĒKABPILS NOVADS, LV-5216","dunavaspsk@jekabpilsnovads.lv","65229400, 26156562","UĢIS","VĀRSLAVĀNS","Latviešu",18,"lauki"
101212,"4512900280","Zemgales reģions","Rites pamatskola","Cīruļi, RITES PAGASTS, VIESĪTES NOVADS, LV-5228","maiveta66@inbox.lv","65228041, 26321393","IVETA","MAŠEVSKA","Latviešu",53,"lauki"
101213,"4512900281","Zemgales reģions","Rubeņu pamatskola","RUBEŅI, RUBENES PAGASTS, JĒKABPILS NOVADS, LV-5229","rubenespsk@jekabpilsnovads.lv","65228204, 29388480","INĀRA","KANTĀNE","Latviešu",57,"lauki"
101217,"4512900284","Zemgales reģions","Sūnu pamatskola","SKOLAS IELA 1, KŪKAS, KŪKU PAGASTS, KRUSTPILS NOVADS, LV-5222","sunupsk@krustpils.lv","65228004, 28676947","VALDA","KALNIŅA-VĪTOLA","Latviešu",100,"lauki"
101218,"4512900286","Zemgales reģions","Vīpes pamatskola","VĪPES PAGASTS, KRUSTPILS NOVADS, LV-5238","vipespsk@krustpils.lv","65230365, 26593304","VALDA","KALNIŅA-VĪTOLA","Latviešu",37,"lauki"
101219,"4512900265","Zemgales reģions","Biržu internātpamatskola","PODVĀZES IELA 1, BIRŽI, SALAS PAGASTS, SALAS NOVADS, LV-5214","birzu_internats@inbox.lv","65207271 29247096","SVETLANA","ANDRUŠKEVIČA","Latviešu",146,"lauki"
101220,"4512900266","Zemgales reģions","Asares pamatskola","Cīrulīši, ASARE, ASARES PAGASTS, AKNĪSTES NOVADS, LV-5210","asarespamatskola@gmail.com","20236482 6529945","REGĪNA","PUDĀNE","Latviešu",33,"lauki"
101222,"4512900278","Zemgales reģions","Mežāres pamatskola","MEŽĀRE, MEŽĀRES PAGASTS, KRUSTPILS NOVADS, LV-5226","mezarepsk@krustpils.lv","65228320, 26114982","AIJA","ROGĀLE","Latviešu",42,"lauki"
101301,"4513900255","Zemgales reģions","Aknīstes vidusskola","SKOLAS IELA 19, AKNĪSTE, AKNĪSTES NOVADS, LV-5208","aknistevs@gmail.com","65266221, 29325703","AIJA","VOITIŠKE","Latviešu",203,"lauki"
101306,"4513900262","Zemgales reģions","Viesītes vidusskola","VAĻŅU IELA 7, VIESĪTE, VIESĪTES NOVADS, LV-5237","viesite@latnet.lv; intag@viesite.edu.lv","29491040","ANDRIS","BALDUNČIKS","Latviešu",294,"pilseta"
101307,"4513900256","Zemgales reģions","Brāļu Skrindu Atašienes vidusskola","MARINZEJA, ATAŠIENES PAGASTS, KRUSTPILS NOVADS, LV-5211","atasiene.vsk@krustpils.lv","65228357, 65228358","DACE","BROKA","Latviešu",58,"lauki"
101308,"4513900261","Zemgales reģions","Salas vidusskola","SKOLAS IELA 3, SALA, SALAS PAGASTS, SALAS NOVADS, LV-5230","admin@salas.lv","65237780, 65237781","SANITA","MADALĀNE","Latviešu",244,"lauki"
101309,"4513900263","Zemgales reģions","Zasas vidusskola","ZASA, ZASAS PAGASTS, JĒKABPILS NOVADS, LV-5239","zasavsk@inbox.lv","27008981","OLITA","SPĒKA","Latviešu",125,"lauki"
102202,"4522901242","Zemgales reģions","Antūžu speciālā internātpamatskola","ANTŪŽI, VARIEŠU PAGASTS, KRUSTPILS NOVADS, LV-5209","antuzispsk@krustpils.lv","65229160, 29465070","ZIEDONIS","OZOLIŅŠ","LK",61,"lauki"
990001,"2831301246","Jelgava","Jelgavas Mūzikas vidusskola","Lapskalna iela 2, Jelgava, Latvija, LV-3007","jmv@apollo.lv",63022173,"ARTŪRS","PUĶĪTIS","Latviešu",49,"lielpilseta"
990002,"3034002848","Liepāja","PIKC Liepājas Valsts Tehnikums","Ventspils iela 51, Liepāja, LV-3405","lvt@lvt.lv",63441110,"AGRIS","RUPERTS","Latviešu",1537,"lielpilseta"
990003,"3331800661","Rīgas Vidzemes priekšpilsēta","Rīgas Uzņēmējdarbības tehniskā vidusskola","Burtnieku iela 37, Rīga, LV-1084","ruts@ruts.lv",67113006,"OLGA","SOKOLOVA","LK",27,"riga"
